Country Code	Nome	Ano	"Taxa de mortalidade (por 1000 pessoas)"	"Expectativa de vida à nascença (anos)"	"Desemprego de Longo Prazo (%)"	"Desemprego de Longo Prazo Feminino (%)"	"Long-term unemployment, male (% of male unemployment)"	"População entre os 0 e os 14 anos (%)"	"População entre os 15 e os 64 anos (%)"	"População com 65 anos ou mais (%)"	"Crescimento Populacional (% anual)"	"População Feminina (%)"	"População total"	"Desempregados com ensino básico (% do desemprego total)"	"Desempregados com ensino básico, mulheres (% do desemprego feminino total)"	"Unemployment with primary education, male (% of male unemployment)"	"Desempregados com ensino secundário (% do desemprego total)"	"Desempregados com ensino secundário, mulheres (% do desemprego feminino total)"	"Unemployment with secondary education, male (% of male unemployment)"	"Desempregados com ensino superior (% do desemprego total)"	"Desempregados com ensino superior, mulheres (% do desemprego feminino total)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Desemprego, mulheres (% força de trabalho feminina)"	"Unemployment, male (% of male labor force)"	"Desemprego Total (%)"	"Desemprego, juventude feminina (% força de trabalho feminina entres os 15 e os 24 anos)"	"Desemprego jovem (% força de trabalho entres os 15 e os 24 anos)"
ROU	Roménia	1972	9.2	68.4702439	0	0	0	25.92408675	65.28709594	8.788817307	0.955222601	50.82785285	20657957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1973	9.8	69.00560976	0	0	0	25.49043866	65.50369502	9.005866318	0.856637766	50.80346035	20835681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1974	9.1	69.4997561	0	0	0	25.24602755	65.53351934	9.220453105	0.925588793	50.78023403	21029429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1975	9.3	69.61390244	0	0	0	25.34758038	65.23580042	9.416619203	1.248292206	50.75840796	21293583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1976	9.5	69.69878049	0	0	0	25.29811842	65.01879004	9.683091542	1.204587762	50.73786605	21551634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1977	9.6	69.74195122	0	0	0	25.68778849	64.39050961	9.9217019	0.944235679	50.71879633	21756096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1978	9.7	69.4804878	0	0	0	26.28329156	63.61150628	10.10520216	0.893984021	50.70207862	21951464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1979	9.8	69.15317073	0	0	0	26.71101488	63.08827599	10.20070913	0.63132743	50.68880366	22090488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1980	10.4	69.09097561	0	0	0	26.79571499	63.0113573	10.1929277	0.68646432	50.67963244	22242653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1981	10	69.36829268	0	0	0	26.86865173	63.03398884	10.09735943	0.772616534	50.67519673	22415169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1982	10	69.53170732	0	0	0	26.57979936	63.50895478	9.911245855	0.44611138	50.67509467	22515389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1983	10.4	69.72634146	0	0	0	26.05296368	64.24972554	9.697310776	0.325473455	50.67770085	22588790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1984	10.3	69.65878049	0	0	0	25.5390148	64.92461063	9.536374575	0.296830368	50.68076612	22655940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1985	10.8	69.70682927	0	0	0	25.17460346	65.34927812	9.476118414	0.43815972	50.68285569	22755427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1986	10.6	69.49634146	0	0	0	24.74163301	65.68575143	9.572615562	0.45530142	50.68317464	22859269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1987	11.1	69.22682927	0	0	0	24.52351134	65.74547192	9.731016734	0.393641899	50.6826707	22949430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1988	11	69.38804878	0	0	0	24.40762603	65.65824648	9.934127484	0.470502242	50.6837226	23057662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1989	10.7	69.53073171	0	0	0	24.18549368	65.6520281	10.16247822	0.449148207	50.68963925	23161458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1990	10.6	69.74121951	0	0	0	23.74904537	65.84562262	10.40533201	0.174176628	50.70272027	23201835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1991	10.9	69.78439024	0	0	0	23.47895636	65.8071753	10.71386833	-0.868693831	50.72362269	23001155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1992	11.6	69.78439024	0	0	0	22.88585773	66.05972963	11.05441264	-0.903462928	50.75147964	22794284	0	0	0	0	0	0	0	0	0	7.800000191	8.600000381	8.300000191	23.39999962	21.5	22.39999962
ROU	Roménia	1993	11.6	69.56341463	0	0	0	22.10316936	66.48714209	11.40968855	-0.136109142	50.78518657	22763280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROU	Roménia	1994	11.7	69.5097561	0	0	0	21.36771449	66.88464197	11.74764354	-0.145379065	50.82289388	22730211	37.20000076	39.59999847	34.79999924	59.90000153	57.90000153	62	2.900000095	2.5	3.299999952	8.699999809	7.699999809	8.199999809	0	0	0
ROU	Roménia	1995	12	69.45609756	0	0	0	20.80451119	67.14536934	12.05011947	-0.202318796	50.86300205	22684270	26.89999962	25.89999962	27.79999924	69.69999695	70.90000153	68.5	2.099999905	1.700000048	2.5	8.600000381	7.5	8	23.10000038	18.79999924	20.60000038
ROU	Roménia	1996	12.7	69.10487805	0	0	0	20.06857323	67.48811617	12.4433106	-0.288129486	50.90542991	22619004	27	24.89999962	29.10000038	68.80000305	71	66.69999695	2.799999952	3	2.599999905	7.300000191	6.300000191	6.699999809	23.89999962	17.5	20.20000076
ROU	Roménia	1997	12.4	69.00487805	0	0	0	19.64049764	67.59534295	12.76415941	-0.287897952	50.95012247	22553978	25.89999962	22.79999924	29.10000038	68.80000305	71.5	66.19999695	5.199999809	5.699999809	4.699999809	5.900000095	5.199999809	5.5	19.20000076	15.89999962	17.39999962
ROU	Roménia	1998	12	69.80731707	0	0	0	19.37751442	67.58335965	13.03912593	-0.206980242	50.99539658	22507344	19.5	17.60000038	21	76.59999847	77.30000305	75.90000153	3.900000095	5.099999905	3	5.5	5.800000191	5.599999905	16.89999962	16.70000076	16.79999924
ROU	Roménia	1999	11.8	70.51219512	0	0	0	19.04207596	67.64272437	13.31519968	-0.156978616	51.0390728	22472040	20.79999924	19	22	75.69999695	76.90000153	74.80000305	3.599999905	4.099999905	3.200000048	5.5	6.900000095	6.199999809	15.5	18.79999924	17.29999924
ROU	Roménia	2000	11.4	71.16341463	51.5	53.90000153	49.79999924	18.53086697	67.85583279	13.61330024	-0.12944004	51.07954175	22442971	20	19.79999924	20.10000038	75.69999695	76.40000153	75.09999847	4.400000095	3.799999952	4.699999809	6.400000095	7.5	7	15.89999962	19.29999924	17.79999924
ROU	Roménia	2001	11.7	71.16097561	49.5	51.09999847	48.29999924	18.14835506	67.87769636	13.97394859	-1.395429986	51.11553034	22131970	20.20000076	16.70000076	22.89999962	73.69999695	76.5	71.59999847	5.400000095	6.199999809	4.800000191	6	7	6.599999905	17.10000038	18.10000038	17.60000038
ROU	Roménia	2002	12.4	71.0097561	54	56.09999847	52.5	17.5626538	68.07436468	14.36298153	-1.830654994	51.14724573	21730496	21.5	18.29999924	23.89999962	72.69999695	75.5	70.5	5	5.699999809	4.400000095	7.599999905	8.600000381	8.100000381	22	22.39999962	22.20000076
ROU	Roménia	2003	12.4	71.3097561	61.79999924	63.70000076	60.5	16.87587673	68.38374888	14.74037439	-0.721262297	51.17645331	21574326	25.10000038	23.20000076	26.39999962	69.59999847	71.40000153	68.30000305	4.800000191	4.699999809	5	6.400000095	7.400000095	6.900000095	20	19.20000076	19.5
ROU	Roménia	2004	12.1	71.59427561	58.90000153	55.70000076	60.90000153	16.28612573	68.67889796	15.03497631	-0.569786273	51.20600225	21451748	28.10000038	25.60000038	29.60000038	65.69999695	67.5	64.59999847	4.599999905	5.699999809	3.900000095	6.199999809	9	7.699999809	18.70000076	25.10000038	22.29999924
ROU	Roménia	2005	12.3	71.87889512	56.29999924	52.29999924	59	15.89718128	68.89368687	15.20913185	-0.617530957	51.23801017	21319685	23.10000038	21.60000038	24	69.09999847	69	69.09999847	6.599999905	8.699999809	5.099999905	6.400000095	7.800000191	7.199999809	18.39999962	21.60000038	20.20000076
ROU	Roménia	2006	12.2	72.16341463	57	56.20000076	57.5	15.60966514	68.96346723	15.42686762	-0.59240256	51.27328017	21193760	24.60000038	20.89999962	26.79999924	67.19999695	68.19999695	66.59999847	6.800000191	9.800000191	4.900000095	6.099999905	8.199999809	7.300000191	20.20000076	22.29999924	21.39999962
ROU	Roménia	2007	12.1	72.56585366	50	50.20000076	49.90000153	15.54833842	68.90764638	15.5440152	-1.477222982	51.31108593	20882982	25.79999924	23	27.39999962	66.30000305	67.5	65.5	6.099999905	8.300000191	4.699999809	5.400000095	7.199999809	6.400000095	18.70000076	21.10000038	20.10000038
ROU	Roménia	2008	12.3	72.56585366	41.29999924	38.40000153	42.90000153	15.64313364	68.75374879	15.60311757	-1.666382643	51.35020234	20537875	28.20000076	22.39999962	31.5	62.70000076	66.90000153	60.29999924	6.699999809	9.800000191	5	4.699999809	6.699999809	5.800000191	18.29999924	18.79999924	18.60000038
ROU	Roménia	2009	12.6	73.3097561	31.60000038	30.60000038	32.20000076	15.7631377	68.55623938	15.68062292	-0.833088755	51.38852681	20367487	26.20000076	21.89999962	28.79999924	63.20000076	64.69999695	62.29999924	9.5	12.89999962	7.5	5.800000191	7.699999809	6.900000095	20.10000038	21.20000076	20.79999924
ROU	Roménia	2010	12.8	73.45853659	34.59999847	31.10000038	36.70000076	15.83498031	68.33702501	15.82799469	-0.593959184	51.42432784	20246871	20.39999962	17.20000076	22.5	68.09999847	68.59999847	67.69999695	10.69999981	13.69999981	8.800000191	6.199999809	7.599999905	7	22.10000038	22.10000038	22.10000038
ROU	Roménia	2011	12.5	74.4097561	41	39.79999924	41.79999924	15.84235894	68.13262195	16.02501911	-0.491866213	51.45702017	20147528	22.89999962	18	26.10000038	65.09999847	66.59999847	64.19999695	11.10000038	15.10000038	8.5	6.5	7.699999809	7.199999809	23.70000076	24	23.89999962
ROU	Roménia	2012	12.7	74.41219512	44.20000076	44.09999847	44.20000076	15.78354104	67.94166083	16.27479813	-0.445177936	51.48688235	20058035	22.29999924	16.5	26	64	65.40000153	63.09999847	13.10000038	17.79999924	10	6.099999905	7.400000095	6.800000191	23	22.20000076	22.60000038
ROU	Roménia	2013	12.4	75.06341463	45.20000076	46.79999924	44.09999847	15.67600509	67.74567836	16.57831655	-0.371323063	51.5139943	19983693	20.89999962	16.89999962	23.5	64.59999847	64.30000305	64.69999695	13.69999981	18.79999924	10.39999962	6.300000191	7.699999809	7.099999905	24.60000038	23.20000076	23.70000076
ROU	Roménia	2014	12.7	75.06341463	41.09999847	40	41.79999924	15.5775874	67.49470296	16.92770964	-0.374575498	51.53876889	19908979	24.79999924	18.29999924	29	59.59999847	61.20000076	58.5	15.60000038	20.5	12.5	6.099999905	7.300000191	6.800000191	24.70000076	23.60000038	24
ROU	Roménia	2015	0	0	0	0	0	15.52058179	67.16542148	17.31399673	-0.385442669	51.56158034	19832389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1967	8.332	67.86014634	0	0	0	28.22998999	64.7145386	7.055471411	0.569499005	54.52912123	128196000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1968	8.48	67.87434146	0	0	0	27.57256582	65.15954108	7.267893104	0.569376626	54.46344579	128928000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1969	8.65	67.86712195	0	0	0	26.89220364	65.61779609	7.490000272	0.569238018	54.40582943	129664000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1970	8.834	68.13365854	0	0	0	26.21167684	66.06805862	7.720264537	0.569083468	54.35592412	130404000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1971	9.031	68.37658537	0	0	0	25.42019673	66.59129439	7.988508881	0.5742506	54.31440262	131155000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1972	9.237	68.30853659	0	0	0	24.74893015	67.01439634	8.236673508	0.573246103	54.2799372	131909000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1973	9.449	68.29463415	0	0	0	24.15985796	67.36014953	8.479992516	0.57450135	54.2478357	132669000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1974	9.663	68.3202439	0	0	0	23.5935452	67.66463359	8.741821205	0.573468037	54.21199027	133432000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1975	9.878	67.72390244	0	0	0	23.028368	67.94055313	9.031078867	0.573923976	54.16820402	134200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1976	10.095	67.48756098	0	0	0	22.74126903	67.93199367	9.326737301	0.703185038	54.114373	135147000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1977	10.314	67.37634146	0	0	0	22.34440894	68.00237767	9.653213392	0.702683474	54.05191066	136100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1978	10.532	67.39097561	0	0	0	21.93710257	68.10006893	9.962828505	0.70288765	53.98445086	137060000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1979	10.8	67.11439024	0	0	0	21.65624527	68.15852628	10.18522845	0.703053204	53.91734261	138027000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1980	11	67.03390244	0	0	0	21.56107475	68.15222452	10.28670073	0.70965548	53.85422207	139010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1981	10.9	67.26390244	0	0	0	21.54015857	68.15240159	10.30743984	0.667503222	53.79717382	139941000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1982	10.7	67.80609756	0	0	0	21.71311307	68.06331374	10.22357319	0.628287744	53.74464017	140823000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1983	11.1	67.65268293	0	0	0	22.00865121	67.90958515	10.08176364	0.598250932	53.69240745	141668000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1984	11.6	67.20268293	0	0	0	22.30042225	67.75295164	9.946626119	0.757352968	53.63456147	142745000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1985	11.3	67.85682927	0	0	0	22.51949322	67.62456149	9.855945294	0.776688028	53.56760597	143858000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1986	10.4	69.3897561	0	0	0	22.76278703	67.38576338	9.85144959	0.717573866	53.49020608	144894000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1987	10.5	69.44	0	0	0	22.92785912	67.20708242	9.865058459	0.69738455	53.40569985	145908000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1988	10.7	69.46439024	0	0	0	23.00768852	67.0686779	9.923633586	0.648303809	53.3208348	146857000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1989	10.7	69.17170732	0	0	0	23.00218715	66.93357808	10.06423477	0.586603533	53.24454732	147721000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1990	11.2	68.90243902	0	0	0	22.90287025	66.79232375	10.304806	0.385794346	53.18307182	148292000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1991	11.4	68.47439024	0	0	0	22.84190363	66.52128176	10.63681461	0.223632366	53.13824094	148624000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUE	Russia	1992	12.2	66.87317073	11.10000038	13.30000019	9.100000381	22.59768956	66.33691713	11.06539331	0.043724964	53.10833308	148689000	21.10000038	17.39999962	24.39999962	38.09999847	34.70000076	41.20000076	40.79999924	47.90000153	34.40000153	5.199999809	5.199999809	5.199999809	13	13	13
RUE	Russia	1993	14.5	64.93585366	18.20000076	22.10000038	14.80000019	22.22658048	66.25468298	11.51873654	-0.113724698	53.0915636	148520000	20.60000038	16.5	24.10000038	37.40000153	34.20000076	40.09999847	42.09999847	49.20000076	35.79999924	5.800000191	5.900000095	5.900000095	14	13.5	13.69999981
RUE	Russia	1994	15.7	64.46707317	22.89999962	26.10000038	20.20000076	21.80939206	66.29753289	11.89307505	-0.123965844	53.08482239	148336000	19.10000038	14.60000038	22.89999962	39.09999847	36.29999924	41.5	41.79999924	49.09999847	35.59999847	7.900000095	8.300000191	8.100000381	17.5	15.39999962	16.29999924
RUE	Russia	1995	15	65.22121951	29.70000076	32.79999924	27.10000038	21.38292794	66.4826673	12.13440476	0.026777506	53.08576354	148375726	18.10000038	14	21.70000076	41.79999924	38.90000153	44.29999924	40	47.09999847	33.90000153	9.199999809	9.699999809	9.399999619	20	17.79999924	18.79999924
RUE	Russia	1996	14.2	66.19414634	32.59999847	35.40000153	30.29999924	20.69834919	66.9794083	12.3222425	-0.145469155	53.09377255	148160042	18.70000076	14.10000038	22.60000038	41.40000153	38.79999924	43.5	39.90000153	47	33.90000153	9.300000191	10	9.699999809	20.5	18.29999924	19.29999924
RUE	Russia	1997	13.8	66.95073171	38.20000076	40.90000153	35.79999924	20.13520079	67.51448211	12.3503171	-0.165319441	53.1094067	147915307	19.5	15.60000038	22.79999924	41.40000153	38.5	43.90000153	39.09999847	45.90000153	33.29999924	11.5	12.10000038	11.80000019	24.10000038	23.10000038	23.5
RUE	Russia	1998	13.5	66.78390244	40.70000076	42.5	39.09999847	19.60170285	68.09178844	12.3065087	-0.165511937	53.13272193	147670692	17.29999924	13.19999981	20.79999924	42	40.29999924	43.40000153	40.79999924	46.5	35.79999924	13	13.5	13.30000019	27.60000038	26.70000076	27.10000038
RUE	Russia	1999	14.6	66.04365854	47	49.90000153	44.29999924	18.98075466	68.70192716	12.31731818	-0.309476734	53.1639926	147214392	16.70000076	13.80000019	19.39999962	41.70000076	38.09999847	44.90000153	41.59999847	48.09999847	35.59999847	12.89999962	13.19999981	13	25.79999924	22.5	24
RUE	Russia	2000	15.3	65.34146341	46.20000076	50	42.70000076	18.24352289	69.31355931	12.44291781	-0.420566975	53.2030335	146596557	16.60000038	13.19999981	19.70000076	43.70000076	41.59999847	45.5	39.59999847	45.20000076	34.70000076	10.39999962	10.80000019	10.60000038	22.20000076	19.5	20.70000076
RUE	Russia	2001	15.6	65.48780488	39.20000076	42.70000076	36.29999924	17.64883323	69.60964749	12.74151928	-0.424151028	53.2494497	145976083	15.39999962	12.5	18	46.09999847	42	49.59999847	38.5	45.59999847	32.29999924	8.600000381	9.300000191	9	19.20000076	17	18
RUE	Russia	2002	15.4	65.08536585	38.79999924	40.70000076	37	16.94775075	69.9100787	13.14217055	-0.460061305	53.30175371	145306046	14.80000019	11.69999981	17.60000038	47.09999847	44.20000076	49.70000076	38.09999847	44.09999847	32.70000076	7.599999905	8.100000381	7.900000095	16.89999962	14.5	15.60000038
RUE	Russia	2003	16.4	65.00756098	37.59999847	39.79999924	35.70000076	16.22390195	70.23014031	13.54595775	-0.45371986	53.35721804	144648257	15	11.69999981	18	50.20000076	46.09999847	54	34.79999924	42.20000076	28	8	8.5	8.199999809	18.79999924	16.5	17.60000038
RUE	Russia	2004	16	65.42121951	39.20000076	42	36.59999847	15.60951475	70.59096436	13.79952089	-0.40261376	53.41227329	144067054	15.10000038	11.69999981	18.20000076	51.40000153	47.90000153	54.70000076	33.5	40.5	27.10000038	7.5	8	7.800000191	18.70000076	16.10000038	17.20000076
RUE	Russia	2005	16.1	65.47	39	41	37.20000076	15.17300701	71.00746619	13.8195268	-0.381473696	53.46384913	143518523	15.39999962	12.60000038	18.20000076	51.90000153	47	56.40000153	32.70000076	40.40000153	25.5	6.900000095	7.300000191	7.099999905	16.79999924	14.39999962	15.5
RUE	Russia	2006	15.2	66.64317073	42.29999924	43.90000153	40.90000153	14.91955049	71.26984186	13.81060765	-0.327318706	53.51127001	143049528	15.60000038	12.39999962	18.5	51.90000153	48.70000076	54.79999924	32.40000153	39	26.60000038	6.699999809	7.400000095	7.099999905	17.10000038	15.69999981	16.39999962
RUE	Russia	2007	14.6	67.49756098	40.59999847	42.40000153	39.09999847	14.75552819	71.60050197	13.64396985	-0.171024042	53.55389904	142805088	13.69999981	10.89999962	16.10000038	54.20000076	49.5	58.09999847	32.09999847	39.5	25.70000076	5.599999905	6.400000095	6	14.39999962	14.5	14.39999962
RUE	Russia	2008	14.5	67.84878049	35.20000076	37.79999924	32.79999924	14.70009365	71.89451787	13.40538848	-0.043942262	53.58887087	142742350	13.10000038	10.39999962	15.5	52.79999924	48	57	34.09999847	41.59999847	27.39999962	5.900000095	6.5	6.199999809	15.10000038	13.19999981	14
RUE	Russia	2009	14.1	68.60487805	28.70000076	30.60000038	27.10000038	14.74755367	72.04844925	13.20399708	0.030114067	53.61297609	142785342	11.80000019	9.600000381	13.80000019	53.20000076	48.79999924	57	34.90000153	41.59999847	29.29999924	7.699999809	8.899999619	8.300000191	18.89999962	18.10000038	18.5
RUE	Russia	2010	14.2	68.85609756	30	31.20000076	29.10000038	14.89081872	72.02205724	13.08712405	0.04488739	53.62438488	142849449	11.10000038	9.100000381	12.89999962	53.40000153	48.90000153	57.09999847	35.5	42.09999847	30	6.800000191	7.900000095	7.300000191	17.29999924	16.60000038	16.89999962
RUE	Russia	2011	13.5	69.65853659	32.90000153	33.40000153	32.5	15.08353143	71.81509881	13.10136975	0.077967098	53.6214912	142960868	10.69999981	8.399999619	12.69999981	52.09999847	47.29999924	56.09999847	36	43.40000153	29.79999924	6	6.900000095	6.5	15.5	15	15.19999981
RUE	Russia	2012	13.3	70.36585366	30.89999962	31.70000076	30.20000076	15.43758977	71.43595379	13.12645644	0.168301591	53.60590331	143201676	0	0	0	0	0	0	0	0	0	5.099999905	5.800000191	5.5	15.10000038	14.5	14.80000019
RUE	Russia	2013	13	70.36585366	31	31.79999924	30.29999924	15.89192967	70.94620524	13.16186509	0.212923595	53.58309672	143506911	10.39999962	8.399999619	12.19999981	52.70000076	47.79999924	56.79999924	36.90000153	43.79999924	31	5.199999809	5.800000191	5.5	14.5	13.30000019	13.80000019
RUE	Russia	2014	13.1	70.36585366	28.10000038	28.39999962	27.79999924	16.35050783	70.41813349	13.23135868	0.217632655	53.56066905	143819569	0	0	0	0	0	0	0	0	0	4.800000191	5.5	5.199999809	14.10000038	13.30000019	13.69999981
RUE	Russia	2015	0	0	0	0	0	16.75191851	69.88223879	13.3658427	0.192585837	53.5442083	144096812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1967	0	0	0	0	0	0	0	0	2.157180163	0	18228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1968	0	0	0	0	0	0	0	0	1.950353822	0	18587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1969	0	0	0	0	0	0	0	0	1.643492518	0	18895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1970	0	0	0	0	0	0	0	0	1.267404097	0	19136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1971	0	0	0	0	0	0	0	0	0.848190333	0	19299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1972	0	0	0	0	0	0	0	0	0.501357815	0	19396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1973	0	0	0	0	0	0	0	0	0.365386506	0	19467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1974	0	0	0	0	0	0	0	0	0.502153136	0	19565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1975	0	0	0	0	0	0	0	0	0.849942771	0	19732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1976	0	0	0	0	0	0	0	0	1.254013865	0	19981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1977	0	0	0	0	0	0	0	0	1.58883239	0	20301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1978	0	0	0	0	0	0	0	0	1.767451536	0	20663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1979	0	0	0	0	0	0	0	0	1.741510587	0	21026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1980	0	0	0	0	0	0	0	0	1.590068651	0	21363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1981	0	0	0	0	0	0	0	0	1.408375786	0	21666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1982	0	0	0	0	0	0	0	0	1.274954211	0	21944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1983	0	0	0	0	0	0	0	0	1.173366125	0	22203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1984	0	0	0	0	0	0	0	0	1.128589166	0	22455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1985	0	0	0	0	0	0	0	0	1.120397877	0	22708	0	0	0	0	0	0	0	0	0	11.89999962	2.799999952	6.5	0	0	0
SMR	San Marino	1986	0	0	0	0	0	0	0	0	1.099273119	0	22959	0	0	0	0	0	0	0	0	0	11.39999962	3	6.400000095	0	0	0
SMR	San Marino	1987	0	0	0	0	0	0	0	0	1.078703032	0	23208	0	0	0	0	0	0	0	0	0	10.30000019	2.5	5.699999809	0	0	0
SMR	San Marino	1988	0	0	0	0	0	0	0	0	1.092766547	0	23463	0	0	0	0	0	0	0	0	0	9.800000191	2.400000095	5.5	0	0	0
SMR	San Marino	1989	0	0	0	0	0	0	0	0	1.173667689	0	23740	0	0	0	0	0	0	0	0	0	8.899999619	1.899999976	4.699999809	0	0	0
SMR	San Marino	1990	0	0	0	0	0	0	0	0	1.276568555	0	24045	0	0	0	0	0	0	0	0	0	9	2	4.900000095	0	0	0
SMR	San Marino	1991	0	0	0	0	0	0	0	0	1.404111443	0	24385	0	0	0	0	0	0	0	0	0	6.300000191	1.899999976	3.700000048	0	0	0
SMR	San Marino	1992	0	0	0	0	0	0	0	0	1.505929965	0	24755	0	0	0	0	0	0	0	0	0	6.300000191	1.600000024	3.599999905	0	0	0
SMR	San Marino	1993	0	0	0	0	0	0	0	0	1.547249081	0	25141	0	0	0	0	0	0	0	0	0	7.199999809	2	4.099999905	0	0	0
SMR	San Marino	1994	0	0	0	0	0	0	0	0	1.492329314	0	25519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR	San Marino	1995	0	0	0	0	0	0	0	0	1.385397883	0	25875	0	0	0	0	0	0	0	0	0	5.900000095	1	2.900000095	0	0	0
SMR	San Marino	1996	0	79.1195122	0	0	0	0	0	0	1.252032639	0	26201	30.89999962	31.5	28.89999962	10.30000019	11.80000019	5.199999809	58.70000076	56.70000076	65.90000153	6.800000191	1.299999952	3.5	0	0	0
SMR	San Marino	1997	0	79.47317073	0	0	0	0	0	0	1.146035615	0	26503	22.89999962	23	22.39999962	10.19999981	11.10000038	7.199999809	66.90000153	65.80000305	70.40000153	5.599999905	1.200000048	2.900000095	0	0	0
