Country Code	Nome	Ano	"Taxa de mortalidade (por 1000 pessoas)"	"Expectativa de vida à nascença (anos)"	"Desemprego de Longo Prazo (%)"	"Desemprego de Longo Prazo Feminino (%)"	"Long-term unemployment, male (% of male unemployment)"	"População entre os 0 e os 14 anos (%)"	"População entre os 15 e os 64 anos (%)"	"População com 65 anos ou mais (%)"	"Crescimento Populacional (% anual)"	"População Feminina (%)"	"População total"	"Desempregados com ensino básico (% do desemprego total)"	"Desempregados com ensino básico, mulheres (% do desemprego feminino total)"	"Unemployment with primary education, male (% of male unemployment)"	"Desempregados com ensino secundário (% do desemprego total)"	"Desempregados com ensino secundário, mulheres (% do desemprego feminino total)"	"Unemployment with secondary education, male (% of male unemployment)"	"Desempregados com ensino superior (% do desemprego total)"	"Desempregados com ensino superior, mulheres (% do desemprego feminino total)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Desemprego, mulheres (% força de trabalho feminina)"	"Unemployment, male (% of male labor force)"	"Desemprego Total (%)"	"Desemprego, juventude feminina (% força de trabalho feminina entres os 15 e os 24 anos)"	"Desemprego jovem (% força de trabalho entres os 15 e os 24 anos)"
BLR	Bielorrússia	1985	10.1	70.99268293	0	0	0	22.82127674	67.21060806	9.968115195	0.653761443	53.32117035	9975000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1986	9.7	71.5495122	0	0	0	22.95763616	67.05537859	9.986985247	0.679391164	53.27192479	10043000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1987	9.9	70.9902439	0	0	0	23.01964977	66.90662762	10.07372261	0.67480657	53.2169484	10111000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1988	10.1	71.34146341	0	0	0	23.01204457	66.76643308	10.22152236	0.286405805	53.16265034	10140000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1989	10.1	71.58780488	0	0	0	22.96196467	66.61483593	10.4231994	0.29542119	53.11768222	10170000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1990	10.7	70.83658537	0	0	0	22.87677765	66.44633792	10.67688443	0.186649693	53.08775435	10189000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1991	11.2	70.37804878	0	0	0	22.76498205	66.21789163	11.01712632	0.049060493	53.07600123	10194000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1992	11.3	70.02195122	0	0	0	22.58714162	66.01119136	11.40166703	0.215580681	53.07976277	10216000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLR	Bielorrússia	1993	12.4	68.97073171	0	0	0	22.34026257	65.86493657	11.79480087	0.224883986	53.09193238	10239000	17	18.39999962	14.30000019	22	25.20000076	15.69999981	60.90000153	56.40000153	70	0	0	0	0	0	0
BLR	Bielorrússia	1994	12.6	68.76829268	0	0	0	22.0245918	65.83004778	12.14536042	-0.117267677	53.10216894	10227000	11.89999962	13.5	9	20.60000038	24	14.39999962	67.59999847	62.5	76.59999847	0	0	0	0	0	0
BLR	Bielorrússia	1995	13.1	68.46097561	0	0	0	21.64249231	65.93339922	12.42410847	-0.323196991	53.10338433	10194000	9.600000381	10.60000038	7.900000095	19.79999924	23.10000038	13.69999981	70.59999847	66.30000305	78.40000153	0	0	0	0	0	0
BLR	Bielorrússia	1996	13	68.61219512	0	0	0	21.03771514	66.23558881	12.72669605	-0.334086977	53.09208378	10160000	8.899999619	9.5	7.900000095	19.10000038	22.20000076	13.60000038	72.09999847	68.40000153	78.5	0	0	0	0	0	0
BLR	Bielorrússia	1997	13.4	68.46097561	0	0	0	20.4478346	66.61510679	12.93705861	-0.424126493	53.0716375	10117000	8.600000381	8.800000191	8.100000381	18.29999924	21.5	11.89999962	73.09999847	69.69999695	80	0	0	0	0	0	0
BLR	Bielorrússia	1998	13.6	68.40731707	0	0	0	19.83887056	67.06636297	13.09476647	-0.475578029	53.05005383	10069000	8	8.100000381	7.900000095	16.79999924	19.70000076	11	75.19999695	72.19999695	81	0	0	0	0	0	0
BLR	Bielorrússia	1999	14.1	67.90731707	0	0	0	19.18108267	67.55740156	13.26151577	-0.338241469	53.03903677	10035000	7.699999809	7.800000191	7.300000191	15.5	18.5	10.19999981	76.80000305	73.69999695	82.5	0	0	0	0	0	0
BLR	Bielorrússia	2000	13.5	68.91219512	0	0	0	18.4787564	68.05068903	13.47055457	-0.299401421	53.04683304	10005000	7.5	8.399999619	6.099999905	14.60000038	17.20000076	10.60000038	77.90000153	74.40000153	83.19999695	0	0	0	0	0	0
BLR	Bielorrússia	2001	14.1	68.50731707	0	0	0	17.85285095	68.35883409	13.78831496	-0.772592013	53.07632233	9928000	7.900000095	8.5	6.800000191	15.30000019	18.89999962	9.800000191	76.90000153	72.59999847	83.40000153	0	0	0	0	0	0
BLR	Bielorrússia	2002	14.9	68.05609756	0	0	0	17.21685416	68.64549072	14.13765512	-0.636590843	53.12399945	9865000	9.300000191	9.600000381	8.800000191	17.39999962	21	11.10000038	73.30000305	69.40000153	80.09999847	0	0	0	0	0	0
BLR	Bielorrússia	2003	14.6	68.55365854	0	0	0	16.60117205	68.93821249	14.46061546	-0.691692311	53.18390539	9797000	9.100000381	9.199999809	8.899999619	18.10000038	21.29999924	11.69999981	72.80000305	69.40000153	79.40000153	0	0	0	0	0	0
BLR	Bielorrússia	2004	14.4	68.95609756	0	0	0	16.05745215	69.27580225	14.6667456	-0.686232016	53.24675418	9730000	10.19999981	9.899999619	11	40.59999847	43.70000076	33.70000076	49.20000076	46.40000153	55.29999924	0	0	0	0	0	0
BLR	Bielorrússia	2005	14.7	68.85121951	0	0	0	15.61716596	69.676502	14.70633204	-0.690973718	53.30519336	9663000	10.30000019	10.30000019	10.39999962	39.5	42.70000076	32.20000076	50.20000076	47	57.29999924	0	0	0	0	0	0
BLR	Bielorrússia	2006	14.4	69.40487805	0	0	0	15.31339712	69.98528178	14.7013211	-0.612448066	53.35743879	9604000	10.19999981	10.19999981	10.19999981	40	43.40000153	33.29999924	49.79999924	46.40000153	56.5	0	0	0	0	0	0
BLR	Bielorrússia	2007	13.9	70.20341463	0	0	0	15.0637904	70.37756456	14.55864503	-0.45919513	53.4044519	9560000	10	9.699999809	10.5	39	42.20000076	32.90000153	51	48.09999847	56.59999847	0	0	0	0	0	0
BLR	Bielorrússia	2008	14.1	70.45609756	0	0	0	14.89378051	70.77213313	14.33408636	-0.335289501	53.44472911	9528000	10.19999981	10.60000038	9.5	38.59999847	41.59999847	34	51.20000076	47.79999924	56.5	0	0	0	0	0	0
BLR	Bielorrússia	2009	14.2	70.40731707	6.199999809	7.900000095	3.900000095	14.8199445	71.06486379	14.11519172	-0.220646268	53.47726888	9507000	7.099999905	0	0	79.30000305	0	0	13.39999962	0	0	4.599999905	7.5	6.099999905	12.60000038	12.39999962	12.5
BLR	Bielorrússia	2010	14.4	70.40487805	6.400000095	8.100000381	4.599999905	14.84599545	71.19648273	13.95752183	-0.178975676	53.50159848	9490000	0	0	0	0	0	0	0	0	0	0	0	1.200000048	0	0	0
BLR	Bielorrússia	2011	14.3	70.55365854	5.800000191	7.099999905	4.300000191	14.92362617	71.08937343	13.9870004	-0.179296573	53.51638347	9473000	0	0	0	0	0	0	0	0	0	0	0	0.699999988	0	0	0
BLR	Bielorrússia	2012	13.4	71.96585366	4.699999809	6	3.5	15.13003634	70.86087796	14.0090857	-0.095052022	53.5219296	9464000	0	0	0	0	0	0	0	0	0	0	0	0.600000024	0	0	0
BLR	Bielorrússia	2013	13.2	72.47073171	4.599999905	6.199999809	3.5	15.4368497	70.56100401	14.0021463	0.021130481	53.52163469	9466000	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
BLR	Bielorrússia	2014	12.8	72.97560976	0	0	0	15.76919425	70.25143725	13.9793685	0.179429042	53.52026468	9483000	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
BLR	Bielorrússia	2015	0	0	0	0	0	16.06820723	69.95087105	13.98092172	0.315856232	53.52137876	9513000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1967	9.2	72.63658537	0	0	0	24.01788413	65.22743784	10.75467803	1.239047247	51.21803047	5991785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1968	9.5	72.5902439	0	0	0	23.95157288	65.13513567	10.91329145	1.259256348	51.18150215	6067714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1969	9.5	72.61268293	0	0	0	23.86019701	65.06501771	11.07478528	1.12542046	51.15554779	6136387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1970	9.2	73.0202439	0	0	0	23.73054437	65.03027787	11.23917776	0.722403831	51.14272038	6180877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1971	9.3	73.13073171	0	0	0	23.63719885	64.88523754	11.47756361	0.524791842	51.14376706	6213399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1972	9	73.64439024	0	0	0	23.48822477	64.80179301	11.70998221	0.76247999	51.15694903	6260956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1973	9	73.94097561	0	0	0	23.28207954	64.77982618	11.93809428	0.738225529	51.17920268	6307347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1974	8.9	74.28707317	0	0	0	23.00812594	64.82825954	12.16361452	0.538520833	51.20625903	6341405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1975	8.8	74.66560976	0	0	0	22.65375513	64.95788822	12.38835665	-0.043738043	51.23475145	6338632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1976	9.1	74.78536585	0	0	0	22.2095765	65.07317971	12.71724379	-0.571595755	51.26447525	6302504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1977	8.9	75.23804878	0	0	0	21.72329408	65.2367937	13.03991222	-0.339010906	51.29519322	6281174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1978	9.2	75.18731707	0	0	0	21.18023286	65.47537223	13.34439491	0.00897881	51.32339479	6281738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1979	9.1	75.46609756	0	0	0	20.59397347	65.7982348	13.60779174	0.200809492	51.3446595	6294365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1980	9.4	75.45926829	0	0	0	20.00276667	66.18228798	13.81494535	0.397074419	51.35579497	6319408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1981	9.4	75.69317073	0	0	0	19.48822311	66.60916536	13.90261153	0.54706491	51.35503837	6354074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1982	9.3	76.03390244	0	0	0	18.99695476	67.0752798	13.92776544	0.584291675	51.34344019	6391309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1983	9.5	76.03121951	0	0	0	18.54732263	67.53153741	13.92113996	0.42878792	51.32410644	6418773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1984	9.1	76.60853659	0	0	0	18.14636997	67.92389665	13.92973337	0.359111652	51.30163529	6441865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1985	9.2	76.73365854	0	0	0	17.7936174	68.22531476	13.98106783	0.441442668	51.27946243	6470365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1986	9.2	76.89902439	0	0	0	17.59176412	68.33520651	14.07302937	0.520391611	51.2582541	6504124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1987	9.3	77.19756098	0	0	0	17.38058783	68.41613128	14.20328089	0.628115755	51.23759026	6545106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1988	9	77.22658537	0	0	0	17.19086517	68.46042303	14.3487118	0.734943056	51.21848855	6593386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1989	9.2	77.42121951	0	0	0	17.06671594	68.45766899	14.47561507	0.808536056	51.20190056	6646912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	Suiça	1990	9.5	77.24243902	0	0	0	17.03255358	68.40212349	14.56532293	1.026873072	51.1885069	6715519	0	0	0	0	0	0	0	0	0	2.599999905	1.700000048	2.099999905	3.200000048	3.099999905	3.200000048
CHE	Suiça	1991	9.2	77.51463415	15.5	15.60000038	15.5	17.06622928	68.29789933	14.63587139	1.249826024	51.17871749	6799978	20.60000038	17.10000038	25.89999962	66.19999695	78	48.09999847	13.19999981	4.900000095	25.89999962	2.5	1.200000048	1.799999952	3.400000095	3	3.200000048
CHE	Suiça	1992	9.1	77.80609756	19.39999962	23.10000038	15.19999981	17.19276521	68.13654632	14.67068847	1.102521072	51.17239242	6875364	25.70000076	30.5	20	56.90000153	57.59999847	56	16.5	11.89999962	22	3.5	2.299999952	2.799999952	4.300000191	4.800000191	4.5
CHE	Suiça	1993	9	78.08536585	19.89999962	22.5	17.10000038	17.37246564	67.94879759	14.67873677	0.910715566	51.16870093	6938265	23.39999962	32.5	13.19999981	64.09999847	57.09999847	70.59999847	12.39999962	9.100000381	14.69999981	4.599999905	3.099999905	3.700000048	5.900000095	6.900000095	6.400000095
CHE	Suiça	1994	8.9	78.35	28.60000038	34.59999847	22.79999924	17.5354102	67.7865072	14.67808261	0.797158411	51.16648898	6993795	25.29999924	31.10000038	19.70000076	58	54.09999847	61.79999924	16.70000076	13.5	18.39999962	4.400000095	3.5	3.900000095	6.5	5.400000095	6
CHE	Suiça	1995	9	78.41707317	32.90000153	35.20000076	30.60000038	17.6354367	67.68423219	14.68033111	0.668242326	51.16472155	7040687	32.59999847	40	25	54.29999924	52.29999924	56.29999924	13.19999981	7.699999809	18.79999924	3.900000095	2.900000095	3.299999952	5.5	5.400000095	5.5
CHE	Suiça	1996	8.9	78.89609756	24.79999924	29.20000076	20.70000076	17.7097308	67.49139792	14.79887127	0.441636407	51.1628154	7071850	33.70000076	37.5	30.10000038	50.59999847	56.5	44.90000153	15.69999981	5.900000095	24.89999962	4.099999905	3.400000095	3.700000048	4.300000191	5.5	4.900000095
CHE	Suiça	1997	8.9	79.0795122	27.79999924	31.60000038	25.20000076	17.71255044	67.35928699	14.92816257	0.24089121	51.16045074	7088906	32.90000153	35	31.29999924	42.90000153	42.90000153	42.79999924	23.20000076	19.70000076	25.60000038	4	4.400000095	4.199999809	4.199999809	8.5	6.400000095
CHE	Suiça	1998	8.8	79.32439024	33	30.39999962	35.59999847	17.65051125	67.2875186	15.06197015	0.297135766	51.15717217	7110001	30.79999924	36.5	24.79999924	49.40000153	44.90000153	54.09999847	18.20000076	16.79999924	19.70000076	4.099999905	3.200000048	3.599999905	7.599999905	4.699999809	6.099999905
CHE	Suiça	1999	8.7	79.5804878	38.40000153	37.09999847	39.70000076	17.55312911	67.25857886	15.18829203	0.476919931	51.15256628	7143991	37.29999924	38.5	36.09999847	47.70000076	47.29999924	48.20000076	13.39999962	13.19999981	13.60000038	3.599999905	2.799999952	3.099999905	5.800000191	6.5	6.199999809
CHE	Suiça	2000	8.7	79.6804878	28.5	29	28	17.43779046	67.26117533	15.30103421	0.561954617	51.14606896	7184250	35.90000153	33.79999924	38.09999847	50.59999847	54.40000153	46.5	11.69999981	9.199999809	14.5	3.099999905	2.299999952	2.700000048	4.099999905	5.800000191	5
CHE	Suiça	2001	8.5	80.1804878	29.29999924	34.90000153	20.10000038	17.24132041	67.36307526	15.39560433	0.632771238	51.13791315	7229854	33.5	27.60000038	43.29999924	51.90000153	58.29999924	41.29999924	14.19999981	14.10000038	14.39999962	3.5	1.700000048	2.5	5.5	5.800000191	5.599999905
CHE	Suiça	2002	8.5	80.38536585	21.39999962	23.89999962	19.20000076	17.02774386	67.48931309	15.48294305	0.756469146	51.12732141	7284753	27.39999962	25.70000076	28.89999962	54.29999924	60.70000076	48.29999924	18.29999924	13.5	22.70000076	3.099999905	2.799999952	2.900000095	3.900000095	7.099999905	5.599999905
CHE	Suiça	2003	8.6	80.53658537	25.5	30	21.20000076	16.7953584	67.62993078	15.57471082	0.741919603	51.11165433	7339001	26.60000038	28	25.20000076	54.70000076	59.09999847	50.40000153	18.60000038	12.60000038	24.5	4.5	3.799999952	4.099999905	8.699999809	8.300000191	8.5
CHE	Suiça	2004	8.1	81.08780488	33	35.09999847	30.89999962	16.54342458	67.77191779	15.68465763	0.68742596	51.08757315	7389625	28.5	30.29999924	26.70000076	54.40000153	56.09999847	52.70000076	16.89999962	13.60000038	20.29999924	4.800000191	3.900000095	4.300000191	7.400000095	8	7.699999809
CHE	Suiça	2005	8.2	81.23658537	38.40000153	39.90000153	36.70000076	16.28160108	67.90058267	15.81781625	0.64060154	51.05309931	7437115	28.29999924	30.10000038	26.20000076	53.70000076	54.40000153	52.90000153	17.5	15	20.10000038	5.099999905	3.900000095	4.400000095	9.100000381	8.5	8.800000191
CHE	Suiça	2006	8.1	81.4902439	38.5	41.79999924	34.59999847	16.0116209	68.01213104	15.97624807	0.627558473	51.00795862	7483934	28.60000038	30.39999962	26.60000038	54	55.59999847	52	17.20000076	13.89999962	21.10000038	4.699999809	3.400000095	4	7.5	7.900000095	7.699999809
CHE	Suiça	2007	8.1	81.74146341	40.20000076	42.20000076	37.59999847	15.74456085	68.085873	16.16956615	0.893690978	50.95387771	7551117	28.60000038	28	29.39999962	53.40000153	56.90000153	49	17.79999924	14.80000019	21.70000076	4.5	2.900000095	3.700000048	7.400000095	6.900000095	7.099999905
CHE	Suiça	2008	8	81.99268293	33.70000076	39.5	26.70000076	15.49117235	68.1170652	16.39176245	1.270618074	50.89337115	7647675	27.79999924	28	27.70000076	53.90000153	56.40000153	50.90000153	18	15.10000038	21.5	4	2.799999952	3.299999952	7.400000095	6.699999809	7
CHE	Suiça	2009	8.1	82.04390244	29.70000076	33.29999924	26.10000038	15.25915447	68.10265989	16.63818564	1.249484631	50.82979679	7743831	28.89999962	31.70000076	26.10000038	49	48	50	21.79999924	20	23.70000076	4.5	3.799999952	4.099999905	9	8	8.5
CHE	Suiça	2010	8	82.24634146	32.79999924	35.5	30	15.05457993	68.03806739	16.90735268	1.041558058	50.76588646	7824909	23.5	24.39999962	22.5	54	54.5	53.5	21.60000038	19.89999962	23.39999962	5	4.199999809	4.5	8.399999619	7.300000191	7.900000095
CHE	Suiça	2011	7.8	82.69512195	38.29999924	39.79999924	36.70000076	14.95746872	67.92838791	17.11414337	1.111878943	50.70202893	7912398	27.39999962	28.29999924	26.5	50.5	49.5	51.40000153	21.70000076	21.79999924	21.70000076	4.400000095	3.700000048	4	7.800000191	7.599999905	7.699999809
CHE	Suiça	2012	8	82.69756098	34.70000076	36.59999847	32.90000153	14.86177597	67.78964449	17.34857954	1.061819329	50.63878071	7996861	25.39999962	25.10000038	25.70000076	51.5	52.59999847	50.40000153	22.70000076	21.79999924	23.5	4.5	3.900000095	4.199999809	8.100000381	8.800000191	8.399999619
CHE	Suiça	2013	8	82.79756098	32.5	35.79999924	29.60000038	14.79134824	67.60993945	17.59871231	1.149879758	50.57900144	8089346	24.60000038	24.39999962	24.79999924	49.79999924	51.40000153	48.40000153	25.29999924	23.79999924	26.60000038	4.5	4.300000191	4.400000095	8.300000191	8.800000191	8.5
CHE	Suiça	2014	7.8	82.84878049	37	39	35.20000076	14.76334742	67.3992554	17.83739718	1.220103973	50.52593455	8188649	26.79999924	27.20000076	26.29999924	46.20000076	48.40000153	44.09999847	26.60000038	23.89999962	29.10000038	4.699999809	4.400000095	4.5	8.5	8.600000381	8.600000381
CHE	Suiça	2015	0	0	0	0	0	14.77535598	67.182798	18.04184602	1.193619877	50.48160167	8286976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1967	12.086	71.42185366	0	0	0	21.39348798	64.90231964	13.70419238	1.068897345	51.39902107	117475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1968	12.045	71.53597561	0	0	0	21.37021377	64.85689739	13.77288884	1.059277224	51.36953995	118726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1969	12.009	71.64070732	0	0	0	21.49519467	64.66145985	13.84334548	1.043172968	51.34657542	119971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1970	11.978	71.73904878	0	0	0	21.66160599	64.41549226	13.92290175	1.015902288	51.33337734	121196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1971	11.951	71.836	0	0	0	21.56143547	64.39593834	14.04262619	0.99915038	51.32951566	122413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1972	11.925	71.93804878	0	0	0	21.33709783	64.52257485	14.14032732	0.973896424	51.33361918	123611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1973	11.896	72.05017073	0	0	0	21.0233468	64.75290232	14.22375088	0.899582855	51.34612918	124728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1974	11.863	72.17736585	0	0	0	20.63733291	65.06285805	14.29980904	0.760362757	51.36696372	125680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1975	11.822	72.32460976	0	0	0	20.1903225	65.43107335	14.37860414	0.584697239	51.39577747	126417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1976	11.772	72.49390244	0	0	0	19.85721715	65.54378832	14.59899453	0.386068859	51.43413235	126906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1977	11.713	72.6852439	0	0	0	19.48344996	65.729224	14.78732605	0.223537654	51.4804623	127190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1978	11.646	72.89312195	0	0	0	19.08802612	65.98897907	14.9229948	0.16026148	51.52597454	127394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1979	11.572	73.11602439	0	0	0	18.68607765	66.322615	14.99130734	0.235213055	51.55841308	127694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1980	11.494	73.34495122	0	0	0	18.28207748	66.71164391	15.00627861	0.405616659	51.56965362	128213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1981	11.416	73.57392683	0	0	0	17.86987937	67.09616398	15.03395665	0.602643338	51.55595869	128988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1982	11.343	73.79592683	0	0	0	17.44305025	67.538832	15.01811775	0.768429589	51.52212212	129983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1983	11.275	74.00646341	0	0	0	17.05500236	67.97679135	14.96820629	0.899903064	51.47684472	131158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1984	11.213	74.20653659	0	0	0	16.73977546	68.3573548	14.90286974	0.98100624	51.43336026	132451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1985	11.154	74.39812195	0	0	0	16.49576993	68.66386655	14.84036352	1.016327691	51.40055604	133804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1986	11.094	74.58773171	0	0	0	16.34806658	68.83610522	14.8158282	1.05788052	51.38101119	135227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1987	11.029	74.78182927	0	0	0	16.22633781	68.99119342	14.78246877	1.095093369	51.37072471	136716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1988	10.957	74.98546341	0	0	0	16.16444502	69.09817203	14.73738295	1.069482224	51.36844543	138186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1989	10.876	75.19858537	0	0	0	16.14084628	69.18396308	14.67519064	0.966469422	51.37176767	139528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1990	10.789	75.4182439	0	0	0	16.12508797	69.2796565	14.59525553	0.814431494	51.37734682	140669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1991	10.699	75.63692683	0	0	0	16.29676198	69.09047242	14.6127656	0.637055411	51.38590642	141568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1992	10.61	75.84968293	0	0	0	16.42297797	68.95780905	14.61921298	0.486214342	51.396758	142258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1993	10.524	76.053	0	0	0	16.5471706	68.8451359	14.60769349	0.395678922	51.40594586	142822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1994	10.439	76.24739024	0	0	0	16.70641895	68.71704745	14.5765336	0.395514299	51.40737021	143388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1995	10.352	76.43685366	0	0	0	16.88649774	68.58729608	14.52620618	0.460621887	51.39812565	144050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1996	10.257	76.62787805	0	0	0	16.95895935	68.52145935	14.51958131	0.541398848	51.37607711	144832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1997	10.149	76.827	0	0	0	17.06140321	68.46042454	14.47817225	0.603703204	51.34205849	145709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1998	10.027	77.03965854	0	0	0	17.16109062	68.42072967	14.41817971	0.656686515	51.29850207	146669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	1999	9.893	77.26834146	0	0	0	17.20995111	68.42743191	14.36261697	0.688296625	51.24795168	147682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2000	9.749	77.5145122	0	0	0	17.17801311	68.49689023	14.32509665	0.703764962	51.19246932	148725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2001	9.601	77.77817073	0	0	0	17.01168915	68.51939625	14.4689146	0.718208111	51.13386783	149797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2002	9.455	78.05578049	0	0	0	16.81388953	68.58487128	14.60123919	0.736945557	51.07186641	150905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2003	9.32	78.33982927	0	0	0	16.6160201	68.68397858	14.70000132	0.745368029	51.00635384	152034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2004	9.199	78.62531707	0	0	0	16.43141607	68.78892734	14.77965659	0.744423563	50.93556179	153170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2005	9.098	78.90321951	0	0	0	16.24972456	68.86284981	14.88742563	0.733738185	50.86002411	154298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2006	9.022	79.16653659	0	0	0	16.14644661	68.76749349	15.0860599	0.721316085	50.77888235	155415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2007	8.968	79.41080488	0	0	0	15.96066856	68.73099236	15.30833908	0.70592828	50.69385877	156516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2008	8.935	79.63302439	0	0	0	15.72908933	68.75694061	15.51397006	0.681944554	50.61267744	157587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEY	Jersey	2009	8.921	79.83270732	0	0	0	15.49494682	68.82285815	15.68219503	0.648958634	50.5431459	158613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
