Country Code	Time	"Adult literacy rate, population 15+ years, both sexes (%)"	"Agriculture, value added (% of GDP)"	"Central government debt, total (% of GDP)"	CO2 emissions (metric tons per capita)	"Death rate, crude (per 1,000 people)"	Female headed households (% of households with a female head)	"Foreign direct investment, net (BoP, current US$)"	GDP (current US$)	GDP growth (annual %)	GDP per capita (current US$)	GINI index (World Bank estimate)	"GNI per capita, Atlas method (current US$)"	"GNI per capita, PPP (current international $)"	"Inflation, consumer prices (annual %)"	"Inflation, GDP deflator (annual %)"	Internet users (per 100 people)	"Life expectancy at birth, total (years)"	Long-term unemployment (% of total unemployment)	"Long-term unemployment, female (% of female unemployment)"	"Long-term unemployment, male (% of male unemployment)"	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Population growth (annual %)	"Population, female (% of total)"	"Population, total"	Poverty headcount ratio at national poverty lines (% of population)	Unemployment with primary education (% of total unemployment)	"Unemployment with primary education, female (% of female unemployment)"	"Unemployment with primary education, male (% of male unemployment)"	Unemployment with secondary education (% of total unemployment)	"Unemployment with secondary education, female (% of female unemployment)"	"Unemployment with secondary education, male (% of male unemployment)"	Unemployment with tertiary education (% of total unemployment)	"Unemployment with tertiary education, female (% of female unemployment)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	"Unemployment, female (% of female labor force) (national estimate)"	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	"Unemployment, male (% of male labor force) (national estimate)"	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	"Unemployment, total (% of total labor force) (national estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"	Women who were first married by age 18 (% of women ages 20-24)	Grand Total
BHF	1967	0	0	0	0	7.672	0	0	0	0	0	0	0	0	0	0	0	64.39729268	0	0	0	36.01212929	59.6793036	4.308567107	1.251585316	50.65208618	3619997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3619997
BHF	1968	0	0	0	0	7.464	0	0	0	0	0	0	0	0	0	0	0	64.94985366	0	0	0	35.46537319	60.07903012	4.455596697	1.143848358	50.62542979	3661642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3661642
BHF	1969	0	0	0	0	7.277	0	0	0	0	0	0	0	0	0	0	0	65.5044878	0	0	0	34.93429627	60.45912401	4.606579717	1.118679172	50.60026996	3702834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3702834
BHF	1970	0	0	0	0	7.108	0	0	0	0	0	0	0	0	0	0	0	66.06163415	0	0	0	34.48051693	60.75751601	4.761967057	1.149322355	50.57558968	3745637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3745637
BHF	1971	0	0	0	0	6.952	0	0	0	0	0	0	0	0	0	0	0	66.62121951	0	0	0	33.8889903	61.15367449	4.95733521	1.202442378	50.55097036	3790948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3790948
BHF	1972	0	0	0	0	6.809	0	0	0	0	0	0	0	0	0	0	0	67.17514634	0	0	0	33.45717381	61.40121865	5.141607534	1.233579895	50.52678451	3838002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3838002
BHF	1973	0	0	0	0	6.678	0	0	0	0	0	0	0	0	0	0	0	67.71339024	0	0	0	33.09089374	61.59958654	5.309519722	1.223000805	50.50384417	3885229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3885229
BHF	1974	0	0	0	0	6.56	0	0	0	0	0	0	0	0	0	0	0	68.22692683	0	0	0	32.63678468	61.90622914	5.456986176	1.152950673	50.48328581	3930283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3930283
BHF	1975	0	0	0	0	6.463	0	0	0	0	0	0	0	0	0	0	0	68.70026829	0	0	0	32.02350282	62.39437528	5.582121901	1.045961701	50.46573076	3971608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3971608
BHF	1976	0	0	0	0	6.393	0	0	0	0	0	0	0	0	0	0	0	69.11690244	0	0	0	31.46344025	62.83360164	5.702958105	0.922385296	50.45054013	4008411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4008411
BHF	1977	0	0	0	0	6.357	0	0	0	0	0	0	0	0	0	0	0	69.47292683	0	0	0	30.69949869	63.48469414	5.815807165	0.825144054	50.4369408	4041623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4041623
BHF	1978	0	0	0	0	6.355	0	0	0	0	0	0	0	0	0	0	0	69.76795122	0	0	0	29.82992429	64.26301344	5.907062266	0.7851327	50.42514017	4073480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4073480
BHF	1979	0	0	0	0	6.384	0	0	0	0	0	0	0	0	0	0	0	70.00758537	0	0	0	29.03016336	65.01782873	5.952007908	0.822803417	50.41548427	4107135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4107135
BHF	1980	0	0	0	0	6.431	0	0	0	0	0	0	0	0	0	0	0	70.21358537	0	0	0	28.39702793	65.66291716	5.940054904	0.911097752	50.4077471	4144726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4144726
BHF	1981	0	0	0	0	6.48	0	0	0	0	0	0	0	0	0	0	0	70.41726829	0	0	0	27.70058546	66.40632878	5.893085761	0.968770332	50.40422224	4185074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4185074
BHF	1982	0	0	0	0	6.522	0	0	0	0	0	0	0	0	0	0	0	70.63717073	0	0	0	27.24570187	66.96169058	5.792607549	0.988840685	50.4037819	4226663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4226663
BHF	1983	0	0	0	0	6.551	0	0	0	0	0	0	0	0	0	0	0	70.87868293	0	0	0	26.93386266	67.39243544	5.673701903	1.034107144	50.39910102	4270598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4270598
BHF	1984	0	0	0	0	6.573	0	0	0	0	0	0	0	0	0	0	0	71.13256098	0	0	0	26.60182789	67.81440201	5.583770098	1.110817359	50.3806937	4318301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4318301
BHF	1985	0	0	0	0	6.607	0	0	0	0	0	0	0	0	0	0	0	71.35158537	0	0	0	26.17580805	68.27528472	5.548907239	1.17927274	50.3433438	4369527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4369527
BHF	1986	0	0	0	0	6.683	0	0	0	0	0	0	0	0	0	0	0	71.47436585	0	0	0	25.9345461	68.46370973	5.601744173	1.339712856	50.28314583	4428460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4428460
BHF	1987	0	0	0	0	6.819	0	0	0	0	0	0	0	0	0	0	0	71.46392683	0	0	0	25.54619641	68.74608866	5.70771493	1.418937386	50.20578862	4491745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4491745
BHF	1988	0	0	0	0	7.019	0	0	0	0	0	0	0	0	0	0	0	71.3182439	0	0	0	25.08635175	69.04577991	5.867868345	1.129282878	50.12607982	4542757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4542757
BHF	1989	0	0	0	0	7.273	0	0	0	0	0	0	0	0	0	0	0	71.06565854	0	0	0	24.65237749	69.26432734	6.083295169	0.362535586	50.06226893	4559256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4559256
BHF	1990	0	0	0	0	7.554	0	0	0	0	0	0	0	0	0	0	0	70.78321951	0	0	0	24.24585752	69.39604099	6.358101487	-0.710086745	50.02575659	4526996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4526996
BHF	1991	87.82250977	0	0	0	7.822	0	0	0	0	0	0	0	0	0	0	0	70.57280488	0	0	0	23.73948207	69.49670768	6.763810254	-1.987774395	50.02169946	4437898	0	0	0	0	0	0	0	0	0	0	25.5	21.60000038	21.60000038	15.5	23.20000076	17.60000038	54	0	46.79999924	0	49.70000076	0	0	4437898
BHF	1992	0	0	0	3.499754369	8.041	0	0	0	0	0	0	0	0	0	0	0	70.51804878	0	0	0	23.3085703	69.4827848	7.208644906	-3.12939947	50.04632462	4301169	0	0	0	0	0	0	0	0	0	0	26.20000076	0	22.20000076	0	23.79999924	0	55.20000076	0	47	0	50.40000153	0	0	4301169
BHF	1993	0	0	0	3.043460696	8.188	0	0	0	0	0	0	0	0	0	0	0	70.66912195	0	0	0	22.89064894	69.42581644	7.683534617	-3.790921404	50.09046967	4141167	0	0	0	0	0	0	0	0	0	0	27.5	0	24.10000038	0	25.5	0	57.20000076	0	53.79999924	0	55.20000076	0	0	4141167
BHF	1994	0	35.85332285	0	0.809223407	8.259	0	0	1255802469	0	314.5596047	0	0	790	0	0	0	71.0295122	0	0	0	22.43453326	69.39339561	8.17207113	-3.662114752	50.13706536	3992256	0	0	0	0	0	0	0	0	0	0	30.29999924	0	25.89999962	0	27.70000076	0	62.20000076	0	55.20000076	0	58.20000076	0	0	1255802469
BHF	1995	0	20.69999851	0	0.883835858	8.261	0	0	1866572954	20.80000055	481.1650399	0	0	1010	0	8.84743048	0	71.56609756	0	0	0	21.96230845	69.38004959	8.657641963	-2.87074308	50.1707792	3879278	0	0	0	0	0	0	0	0	0	0	27.10000038	0	23.79999924	0	25.20000076	0	55.59999847	0	49.09999847	0	51.79999924	0	0	1866572954
